Category,Item Name,Quantity,2022-07-12
Packaged Food,Pringles Potato Chips - Sour Cream & Onion,1,831.7757009345794
Packaged Food,Motas Potato Chips,1,400.0
Packaged Food,Lay's Classic Salted Potato Chips,1,347.82608695652175
Packaged Food,Lay's Spanish Tomato Tango Potato Chips,1,304.34782608695656
Packaged Food,Chheda's Tomato Banana Chips,1,294.11764705882354
Packaged Food,Britannia Potazos Masti Masala,1,251.74825174825176
Packaged Food,Rajam Snacks Yellow Banana Chips,1,396.6666666666667
Packaged Food,Pringles Potato Chips - Peri Peri,1,878.5046728971962
Packaged Food,Balaji Cream & Onion Wafers,1,259.25925925925924
Packaged Food,Balaji Wafers Simply Salted,1,233.33333333333334
Packaged Food,Balaji Wafers Masala Masti,1,240.0
Packaged Food,Balaji Sizzling Chilly Stack Up,1,500.0
Packaged Food,Lay's Hot 'N' Sweet Chilli Potato Chips,1,333.3333333333333
Packaged Food,Pringles Potato Chips - Desi Masala Tadka,1,925.2336448598131
Packaged Food,Cornitos Nacho Crisps - Cheese & Herbs,1,400.0
Packaged Food,Doritos Sweet Chilli Flavour Chips,1,411.7647058823529
Packaged Food,Bingo Mad Angles Achaari Masti,1,307.69230769230774
Packaged Food,Balaji Simply Salted Stack Up,1,500.0
Packaged Food,Makino Nacho Cheese Chips,1,300.0
Packaged Food,Tastilo Cheesy Crispy Nacho Chips,1,280.0
Packaged Food,Wayback Baked Moong Chips - Chees N Herbs,1,640.0
Packaged Food,Bingo Chilli Sprinkled Potato Chips,1,350.0
Packaged Food,Cornitos Nacho Crisps- Sizzlin Jalapeno,1,400.0
Packaged Food,Lays Potato Chips - Sizzlin Hot,1,320.0
Packaged Food,Balaji Tomato Flavour Potato Wafers,1,266.6666666666667
Packaged Food,Lays Maxx Potato Chips - Peppery Cheddar,1,473.6842105263158
Packaged Food,Tastilo Spicy Jalapeno Nacho Chips,1,280.0
Packaged Food,Makino Nacho Jalapeno Chips,1,280.0
Packaged Food,Lay's Wafer Style Potato Chips - Salt With Pepper,1,307.69230769230774
Packaged Food,Bingo Mad Angles Very Peri Peri,1,269.2307692307692
Packaged Food,Wayback Baked Bajra Chips - Spezieitalian,1,640.0
Packaged Food,Wayback Baked Jowar Chips - Ginger Lemon,1,640.0
Packaged Food,Wayback Baked Multigrain Chips - Tom Chi,1,433.33333333333337
Packaged Food,Lay's Wafer Style Potato Chips - Sundried Chilli,1,288.46153846153845
Packaged Food,Tastilo Nacho Chips - Cheesy Crispy,1,283.3333333333333
Packaged Food,Tastilo Nacho Chips - Peri Peri,1,283.3333333333333
Packaged Food,Makino Nacho Sweet Chilly Chips,1,280.0
Packaged Food,Wayback Baked Barley Chips- Desi Tadka,1,433.33333333333337
Packaged Food,Wingreens Naan Chips Butter Garlic,1,333.3333333333333
Packaged Food,Tastilo Nacho Chips - Mexican Salsa,1,283.3333333333333
Packaged Food,Cornitos Nacho Crisps - Tomato Mexicana,1,400.0
Packaged Food,Tastilo Nacho Chips - Spicy Jalapeno,1,283.3333333333333
Packaged Food,Makino Corn Twist Tomato,1,283.3333333333333
Packaged Food,Makino Nacho Roasted Masala Chips,1,300.0
Packaged Food,Wayback Baked Bajra Chips- Salt N Pepper,1,466.6666666666667
Packaged Food,Makino Nacho Cream & Onion Corn Chips,1,283.3333333333333
Packaged Food,Makino Red Chilli Chatka Corn Chips,1,283.3333333333333
Packaged Food,Wingreens Naan Chips Chatpata Pudina,1,333.3333333333333
Packaged Food,Makino Nacho Tomato Salsa Chips,1,300.0
Packaged Food,Too Yumm Style Cream & Onion Potato Chips,1,333.3333333333333
Packaged Food,Too Yumm Indian Masala Potato Chips,1,238.09523809523807
Packaged Food,Shiv Shakti Sabudana Kurdai,1,270.0
Packaged Food,Too Yumm Classic Salted Potato Chips,1,238.09523809523807
Packaged Food,Tagz Popped Potato Masala Trekkin Chips,1,714.2857142857143
Packaged Food,Chitale Bandhu Bakarwadi,1,396.0
Packaged Food,Chheda's Diet Poha Chivda,1,150.0
Packaged Food,Parle Chatkeens Namkeens Moong Dal,1,245.0
Packaged Food,Charliee Butter Chakli,1,370.0
Packaged Food,yellow gram,1,140.0
Packaged Food,Garden Nylon Sev,1,307.14285714285717
Packaged Food,Chheda's Kachori,1,294.11764705882354
Packaged Food,Kurkure Masala Munch Namkeen,1,205.1282051282051
Packaged Food,Rajam Snacks Murukku,1,286.6666666666667
Packaged Food,Panjwani's Skinwala Sing,1,275.0
Packaged Food,Panjwani Roasted Brown Chana,1,150.0
Packaged Food,Rajam Snacks Masala Murukku,1,286.6666666666667
Packaged Food,Natural's Bite Methi Masala Khakhra,1,205.55555555555554
Packaged Food,Panjwani's White Sing,1,260.0
Packaged Food,Rajam Snacks Chakli,1,286.6666666666667
Packaged Food,Makhanawala's Roasted Makhana (Foxnuts) Pudina Punch,1,1414.2857142857144
Packaged Food,Agrawal's 420 Hing Chana Tasty,1,200.0
Packaged Food,Bikaji Falahari Mix,1,188.23529411764704
Packaged Food,Panjwani Roasted Black Chana,1,255.0
Packaged Food,Makhanawala's Roasted Makhana (Foxnuts) Peri-Peri,1,1414.2857142857144
Packaged Food,Makhanawala's Roasted Makhana (Foxnuts) Cream & Onion,1,1585.7142857142856
Packaged Food,Makhanawala's Roasted Makhana (Foxnuts) Spicy Indiana,1,1414.2857142857144
Packaged Food,Makhanawala's Roasted Makhana (Foxnuts) Himalayan Pink Salt,1,1414.2857142857144
Packaged Food,Charliee Sev Puri,1,259.4594594594595
Packaged Food,Natural's Bite Jeera Masala Khakhra,1,205.55555555555554
Packaged Food,Charliee Yellow Chana,1,211.11111111111111
Packaged Food,Natural's Bite Multigrain Khakhra,1,205.55555555555554
Packaged Food,Charliee Tea Time Puri,1,259.4594594594595
Packaged Food,Jabsons Methi Khakhra,1,355.55555555555554
Packaged Food,Makhanawala's Roasted Makhana (Foxnuts) Spicy Black Salt,1,1414.2857142857144
Packaged Food,Natural's Bite Ragi Khakhra,1,205.55555555555554
Packaged Food,Natural's Bite Mahableshwar Chana,1,210.0
Packaged Food,Agrawal's 420 Fiki Nukti (Boondi),1,200.0
Packaged Food,Jabsons Chilly Garlic Khakhra,1,355.55555555555554
Packaged Food,Jabsons Bajra Methi Khakhra,1,355.55555555555554
Packaged Food,Tong Garden Roasted Pumpkin Kernels,1,1250.0
Packaged Food,Jaine Jeera Khakhra,1,225.0
Packaged Food,Jabsons Jeera Khakhra,1,355.55555555555554
Packaged Food,Jabsons Punjabi Masala Khakhra,1,355.55555555555554
Packaged Food,Jaine Masala Khakhra,1,225.0
Packaged Food,Too Yumm Karare Baked Masala Munchy,1,200.0
Packaged Food,Too Yumm Karare Baked Noodle Masala,1,200.0
Packaged Food,Garden Yellow Banana Chips,1,705.8823529411765
Packaged Food,Tong Garden BBQ Flavour Coated Broad Bean,1,436.0
Packaged Food,Lijjat Udad Papad,1,300.0
Packaged Food,Lijjat Garlic Papad,1,290.0
Packaged Food,Lijjat Punjabi Masala Papad,1,340.0
Packaged Food,Chheda's Bhel Mix,1,150.0
Packaged Food,Appu Appalam Papad,1,233.33333333333334
Packaged Food,Lijjat Moong Papad,1,290.0
Packaged Food,Haldiram's Tasty Nuts,1,228.57142857142856
Packaged Food,Haldiram's Mini Bhakarwadi,1,260.0
Packaged Food,Paper Boat Chikki - 6x16 gm,1,260.4166666666667
Packaged Food,Royal Peanut Chikki,1,197.91666666666666
Packaged Food,Lijjat Udad Mini Papad,1,300.0
Packaged Food,Royal Udad Papad Mini,1,160.0
Packaged Food,Sun Yellow Chana,1,140.0
Packaged Food,Rajam Snacks Mangalore Mixture,1,187.5
Packaged Food,Sitashree Laxminarayan Best Chiwda,1,380.0
Packaged Food,Act II Classic Salted Popcorn,1,300.0
Packaged Food,Piknik Classic Tomato Chilli Sticks,1,500.0
Packaged Food,Act II Microwave Popcorn - Butter,1,656.5656565656566
Packaged Food,Rajam Snacks Tukda Masala Murukku,1,207.5
Packaged Food,Shree Jalaram Salted Peanuts,1,225.0
Packaged Food,Natural's Bite Pani Puri Papad,1,200.0
Packaged Food,Charliee Plain Salted Peanuts,1,261.11111111111114
Packaged Food,Act II Golden Sizzle Popcorn,1,300.0
Packaged Food,Sitashree Laxminarayan Mix Farsan,1,180.0
Packaged Food,Act II Butter Delite Popcorn,1,457.1428571428571
Packaged Food,Rajam Snacks Fry Masala Groundnut,1,286.6666666666667
Packaged Food,Makhanawala's Himalayan Pink Salt Makhana,1,964.2857142857143
Packaged Food,Jabsons Roasted Peanuts Classic Salted,1,350.0
Packaged Food,Natural's Bite Sabudana Upwas Papad,1,270.0
Packaged Food,Makhanawala's Peri-Peri Makhana,1,964.2857142857143
Packaged Food,Jabsons Roasted Peanuts Nimboo Pudina,1,400.0
Packaged Food,Charliee Rajgira Laddu,1,306.66666666666663
Packaged Food,Makhanawala's Cream & Onion Makhana,1,964.2857142857143
Packaged Food,Sun Rajgira Chikki,1,185.0
Packaged Food,Shiv Shakti's Makhana,1,1190.0
Packaged Food,Makhanawala's Roasted Salt-N-Pepper Foxnuts,1,1585.7142857142856
Packaged Food,Makhanawala's Spicy Treat Makhana,1,964.2857142857143
Packaged Food,Jabsons Roasted Peanuts Spicy Masala,1,400.0
Packaged Food,Act II Butter Pepper Popcorn,1,442.85714285714283
Packaged Food,Natural's Bite Roasted Yellow Chana,1,160.0
Packaged Food,Jabsons Roasted Peanuts Hing Jeera,1,400.0
Packaged Food,Jabsons Roasted Peanuts Black Pepper,1,400.0
Packaged Food,Sitashree Laxminarayan Lite Chiwda,1,256.0
Packaged Food,Charliee Rajgira Chikki,1,306.66666666666663
Packaged Food,Sitashree Laxminarayan Shabuflakes Chiwda: 250 gms,1,
Packaged Food,Mother's Recipe Sabudana Papad With Sendha Namak,1,214.28571428571428
Packaged Food,Act II Movie Theatre Butter Flavour Popcorn,1,266.6666666666667
Packaged Food,Shiv Shakti's Sabudana Mini Papad,1,320.0
Packaged Food,Act II Tandoori Tadka Popcorn,1,457.1428571428571
Packaged Food,Act II Tomato Chilli Popcorn,1,508.47457627118644
Packaged Food,Act II Microwave Popcorn - Original,1,656.5656565656566
Packaged Food,Sitashree Laxminarayan Patal Poha Chiwda,1,256.0
Packaged Food,Charliee Peanut Laddu,1,306.66666666666663
Packaged Food,Shiv Shakti's Rice Papad,1,155.0
Packaged Food,Too Yumm Sour Cream & Onion Veggie Stix,1,461.53846153846155
Packaged Food,Act II Cheese Flavour Popcorn,1,452.3809523809524
Packaged Food,Sun Mix Fryums,1,80.0
Packaged Food,Charliee Butter Scotch Chikki,1,306.66666666666663
Packaged Food,Charliee Kurmura Laddu,1,306.66666666666663
Packaged Food,Charliee 3 In 1 Peanut Chikki,1,306.66666666666663
Packaged Food,Rajam Snacks Tukda Murukku,1,207.5
Packaged Food,McCain French Fries,1,200.0
Packaged Food,Safal Green Peas (Frozen),1,190.0
Packaged Food,Peas,1,130.0
Packaged Food,Peas,1,130.0
Packaged Food,McCain Potato Cheese Shotz,1,462.5
Packaged Food,McCain Chilli Garlic Potato Bites,1,250.0
Packaged Food,Godrej Yummiez French Fries,1,117.6470588235294
Packaged Food,McCain Veggie Fingers,1,300.0
Packaged Food,McCain Aloo Tikki,1,203.94736842105263
Packaged Food,McCain Smiles - Crispy Happy Potatoes,1,200.0
Packaged Food,McCain Chilli Cheesy Nuggets,1,475.0
Packaged Food,McCain Veggie Burger Patty,1,263.8888888888889
Packaged Food,Prasuma Mixed Veg Frozen Momos,1,7.0
Packaged Food,Peas,1,150.0
Packaged Food,Sumeru Piri Piri Masala French Fries - Crispy & Spicy,1,140.0
Packaged Food,McCain Variety Pack - 3 Packs Inside,1,236.36363636363635
Packaged Food,Prasuma Cheesy Spicy Veg Frozen Momos,1,9.375
Packaged Food,ITC Master Chef Veggie Pizza Pocket,1,441.1764705882353
Packaged Food,McCain Emotibites,1,265.3333333333333
Packaged Food,Godrej Yummiez Potato Cheese Bites,1,280.0
Packaged Food,McCain Aloo Tikki,1,262.5
Packaged Food,ITC Master Chef Veg Burger Patty,1,212.96296296296296
Packaged Food,Godrej Yummiez Crispy Veg Sticks,1,203.125
Packaged Food,McCain Chilli Garlic Potato Bites,1,266.6666666666667
Packaged Food,ITC Master Chef Chilli Garlic Potato Shots,1,250.0
Packaged Food,Prasuma Vegetable Frozen Momos,1,9.166666666666666
Packaged Food,Godrej Yummiez Veg Masala Nuggets,1,217.5
Packaged Food,Sumeru Vegetable Spring Rolls,1,335.0
Packaged Food,McCain Aloo Tikki,1,213.70967741935485
Packaged Food,Switz Samosa Dough 50 Sheet,1,134.0
Packaged Food,Kawan Malabar Paratha,1,13.75
Packaged Food,Sofal,1,126.0
Packaged Food,Switz Spring Roll Dough 20 Sheet,1,236.36363636363635
Packaged Food,ID Wheat Lachha Paratha,1,16.4
Packaged Food,Kawan Onion Paratha,1,15.0
Packaged Food,Godrej Yummiez Veg Burger Patty,1,191.17647058823528
Packaged Food,ITC Master Chef Cheesy Corn Triangles,1,390.625
Packaged Food,Kawan Flakey Paratha,1,15.0
Packaged Food,ITC Masterchef Lebanese Falafel Kebab,1,430.4347826086957
Packaged Food,Safal Hara Bhara Kabab,1,325.0
Packaged Food,Switz Samosa Dough 25 Sheet,1,180.0
Packaged Food,Kawan Tawa Paratha,1,15.0
Packaged Food,Sumeru Malabar Paratha,1,190.0
Packaged Food,Sumeru Piri Piri Masala French Fries - Crispy & Spicy,1,167.5
Packaged Food,Safal Frozen French Fries,1,200.0
Packaged Food,ITC Master Chef Mumbai Vada Pops,1,319.3548387096774
Packaged Food,ITC Master Chef Dilli Dahi Kebab,1,471.42857142857144
Packaged Food,McCain Emoti Bites,1,289.1566265060241
Packaged Food,ITC Master Chef Hara Bhara Kebab,1,500.0
Packaged Food,Sumeru Chilli Garlic Masala French Fries,1,167.5
Packaged Food,ITC Master Chef Alphabytes,1,255.55555555555554
Packaged Food,ITC Master Chef Lime & Mint Wedges,1,271.875
Packaged Food,4700 BC Cheese Microwave Popcorn,1,585.1063829787234
Packaged Food,4700 BC Butter Microwave Popcorn,1,647.0588235294118
Packaged Food,4700 BC Himalayan Salt Caramel Gourmet Popcorn,1,1136.3636363636365
Packaged Food,Act II Butter Delite Flavour Popcorn,1,255.55555555555554
Packaged Food,4700 BC Nutty Tuxedo Chocolate Gourmet Popcorn,1,1000.0
Packaged Food,4700 BC Barbeque Microwave Popcorn,1,597.8260869565217
Packaged Food,4700 BC Natural Microwave Popcorn,1,588.2352941176471
Packaged Food,4700 BC Instant Butter Popcorn,1,266.6666666666667
Packaged Food,4700 BC Instant Barbeque Popcorn,1,266.6666666666667
Packaged Food,4700 BC Instant Seven Spices Popcorn,1,266.6666666666667
Packaged Food,4700 BC Instant Natural Popcorn,1,266.6666666666667
Packaged Food,Kellogg's Corn Flakes Original,1,318.85714285714283
Packaged Food,Kellogg's Corn Flakes with Real Almond & Honey,1,425.0
Packaged Food,Kellogg's Chocos,1,345.83333333333337
Packaged Food,Nutri Delite Chocoflakes,1,207.5
Packaged Food,Kellogg's Chocos Variety Pack,1,339.7435897435898
Packaged Food,Bagrry's Corn Flakes,1,218.75
Packaged Food,Kellogg's Chocos Fills,1,700.0
Packaged Food,Kellogg's Chocos Crunchy Bites,1,466.6666666666667
Packaged Food,Kellogg's All Bran Wheat Flakes,1,470.5882352941176
Packaged Food,Kellogg's Froot Loops Cereal,1,596.4912280701755
Packaged Food,Kwality Corn Flakes Pouch,1,240.0
Packaged Food,Soulfull Ragi Bites Choco Fills,1,336.0
Packaged Food,Kwality Cornflakes Combi Pack,1,250.0
Packaged Food,Soulfull Ragi Bites Vanilla Fills,1,336.0
Packaged Food,Nutri Delite Variety Pack,1,200.0
Packaged Food,Quaker Oats,1,128.0
Packaged Food,Saffola Masala Oats Classic,1,354.0
Packaged Food,Saffola Masala Oats Veggie Twist,1,324.0
Packaged Food,Bagrry's White Oats,1,135.0
Packaged Food,Kellogg's Oats,1,150.0
Packaged Food,Nutri Delite Oats,1,109.0
Packaged Food,Saffola Masala Oats Peppy Tomato,1,320.0
Packaged Food,Saffola Masala Oats Classic,1,368.4210526315789
Packaged Food,Saffola Masala Oats Veggie Twist,1,368.4210526315789
Packaged Food,Saffola Masala Oats Peppy Tomato,1,368.4210526315789
Packaged Food,Yogabar Dark Chocolate Oats,1,280.0
Packaged Food,Kellogg's Muesli Fruit And Nut,1,438.66666666666663
Packaged Food,Gaia Crunchy Muesli,1,287.0
Packaged Food,Kellogg's Muesli Nuts Delight,1,438.66666666666663
Packaged Food,Gaia Crunchy Muesli Mixed Fruit,1,287.0
Packaged Food,Bagrry's Crunchy Muesli with Almonds-Raisins-Honey,1,399.0
Packaged Food,Yoga Bar Muesli - Dark Chocolate Cranberry,1,405.0
Packaged Food,Yoga Bar Muesli - Fruits + Nuts & Seeds,1,405.0
Packaged Food,Kellogg's Honey Almond Pumpkin Seeds Granola,1,600.0
Packaged Food,Yoga Bar Muesli - Almond + Quinoa Crunch,1,405.0
Packaged Food,Munchilicious Granola - Original,1,500.0
Packaged Food,Munchilicious Granola - Dark Chocolate,1,650.0
Packaged Food,Munchilicious Granola - Dried Fruits,1,650.0
Packaged Food,Tata Soulfull Millet Muesli - Fruit and Nut,1,334.0
Packaged Food,Cadbury Dairy Milk Home Treats Chocolate,1,785.7142857142857
Packaged Food,Cadbury Choclairs Gold Pouch,1,231.40495867768595
Packaged Food,Amul Chocominis Chocolate Box,1,476.0
Packaged Food,Nestle Kitkat Chocolate,1,714.2857142857143
Packaged Food,Amul Dark Chocolate,1,633.3333333333333
Packaged Food,Cadbury Dairy Milk Silk Roast Almond Chocolate,1,1014.5985401459853
Packaged Food,Cadbury Dairy Milk Silk Fruit & Nut Chocolate,1,1080.2919708029196
Packaged Food,Cadbury 5 Star Home Treat Chocolate,1,495.0
Packaged Food,Nestle Munch Share Bag,1,470.08547008547015
Packaged Food,Cadbury Dairy Milk Silk Chocolate,1,900.0
Packaged Food,Ferrero Rocher - 16 Pieces,1,2245.0
Packaged Food,Cadbury Dairy Milk Silk Home Treats,1,864.1975308641975
Packaged Food,Amul Fruit 'N' Nut Dark Chocolate,1,626.6666666666667
Packaged Food,Cadbury Dairy Milk,1,674.6031746031747
Packaged Food,Cadbury Perk Home Treats Chocolate,1,394.2857142857143
Packaged Food,Cadbury Gems Minis,1,492.26441631504923
Packaged Food,Ferrero Rocher - 24 Pieces,1,2663.3333333333335
Packaged Food,Cadbury Dairy Milk Chocolate,1,840.0
Packaged Food,Cadbury Dairy Milk Silk Bubbly Chocolate,1,1208.3333333333333
Packaged Food,Morde Dark Compound (CO D15),1,400.0
Packaged Food,Parle Melody Chocolaty,1,230.17902813299233
Packaged Food,Bounty Miniatures Chocolate,1,884.6153846153845
Packaged Food,Amul India Twilight Tryst Dark Chocolate,1,600.0
Packaged Food,Snickers Veg Chocolate,1,777.7777777777778
Packaged Food,Kinder Joy Blue,1,2000.0
Packaged Food,Cadbury Fuse Home Treats,1,783.4101382488479
Packaged Food,Candyman Choco Double Eclairs,1,168.0672268907563
Packaged Food,Cadbury Gems Surprise - Ball,1,2468.3544303797466
Packaged Food,Cadbury Dairy Milk Silk Oreo Chocolate,1,1192.3076923076924
Packaged Food,Kinder Joy Pink,1,2000.0
Packaged Food,Yoga Bar 20G Protein Bar - Almond Fudge,1,1033.3333333333335
Packaged Food,Snickers Family Treat,1,769.2307692307693
Packaged Food,Yoga Bar Breakfast Protein Bar - Apricot Fig,1,500.0
Packaged Food,Didier & Frank Crunchy Hazelnut Dark Chocolate,1,1490.0
Packaged Food,Cadbury Dairy Milk Crackle Chocolate,1,1083.3333333333333
Packaged Food,Morde Dark Chocolate (CH D45),1,487.5
Packaged Food,Amul India Twilight Tryst Milk Chocolate,1,600.0
Packaged Food,Amul Almondo Chocolate Coated Almonds,1,925.0
Packaged Food,Nestle Kitkat Bar 4 Finger,1,712.3287671232877
Packaged Food,Yoga Bar Breakfast Protein Bar - Blueberry Pie,1,500.0
Packaged Food,Morde Milk Compound (CO M21 ),1,490.0
Packaged Food,Didier & Frank Wicked Dark 85% Dark Chocolate,1,1490.0
Packaged Food,Cadbury Dairy Milk Fruit & Nut Chocolate,1,1037.5
Packaged Food,Hershey's Kisses Almond Chocolate Pouch,1,1180.5555555555557
Packaged Food,Didier & Frank Roasted Almond Dark Chocolate,1,1490.0
Packaged Food,Hershey's Kisses Milk Chocolate Pouch,1,1101.851851851852
Packaged Food,Ferrero Rocher - 4 Pieces,1,2680.0
Packaged Food,Didier & Frank Spanish Orange Dark Chocolate,1,1490.0
Packaged Food,Yoga Bar Multigrain Energy Bar - Chocolate Chunk Nut,1,526.3157894736842
Packaged Food,Amul Milk Chocolate,1,620.0
Packaged Food,Morde White Compound (CO W33),1,497.5
Packaged Food,Nestle Kitkat Chocolate,1,654.5454545454545
Packaged Food,Luvit Chocwich White Home Delight Pouch,1,411.7647058823529
Packaged Food,Didier & Frank Intense Dark 75% Dark Chocolate,1,1490.0
Packaged Food,Cadbury 5 Star Chocolate,1,450.0
Packaged Food,Flying Bird Vanilla Essence,1,1.9
Packaged Food,Bounty Chocolate,1,912.2807017543859
Packaged Food,Cadbury Dairy Milk Silk Bubbly Bubble Gum Chocolate,1,1250.0
Packaged Food,Kinder Creamy Milky & Crunchy,1,947.3684210526316
Packaged Food,Luvit Loca Choco Caramel Home Delights Pack,1,4100.0
Packaged Food,Cadbury Dairy Milk Silk Bubbly Bubble Gum Chocolate,1,1400.0
Packaged Food,Cadbury Gems DUO Pack,1,672.4683544303797
Packaged Food,Nestle Classic Home Treat Chocolate,1,494.44444444444446
Packaged Food,Hershey's Kisses Cookies & Crème Chocolate Pouch,1,1180.5555555555557
Packaged Food,Hershey's Blueberry & Acai Flavored Chocolate,1,1250.0
Packaged Food,Nestle Munch Chocolate,1,447.7611940298507
Packaged Food,Nestle Kitkat,1,777.7777777777778
Packaged Food,Christopher Double Chocolate Hot Cocoa Mix,1,496.0
Packaged Food,Cadbury Perk Double Glucose Chocolate,1,346.15384615384613
Packaged Food,Luvit Chocwich Home Delights Pouch,1,411.7647058823529
Packaged Food,Toblerone Dark Chocolate,1,1490.0
Packaged Food,Toblerone Milk Chocolate,1,1490.0
Packaged Food,Didier & Frank Crunchy Hazelnut Milk Chocolate,1,1390.0
Packaged Food,Hershey's Exotic Dark Raspberry & Goji Flavored Chocolate,1,1300.0
Packaged Food,Didier & Frank Rich & Creamy Milk Chocolate,1,1240.0
Packaged Food,Galaxy Milk Chocolate With Fruit & Nut,1,990.0
Packaged Food,Didier & Frank Roasted Almond Milk Chocolate,1,1390.0
Packaged Food,Didier & Frank Hot Chocolate With Dark Chocolate Buttons,1,995.0
Packaged Food,Hershey's Dark Pomegranate Flavored Chocolate,1,1200.0
Packaged Food,Hershey's Exotic Dark Almond Blackberry Flavor Chocolate,1,1500.0
Packaged Food,Hershey's Exotic Dark Almond Guava Mexican Chili Flavor Chocolate,1,1500.0
Packaged Food,Galaxy Milk Chocolate With Cookie Crumble,1,1135.4166666666667
Packaged Food,Nestle L'Atelier Cranberries Almonds Dark Chocolate,1,1700.0
Packaged Food,Christopher Cocoa White Chocolate Chips,1,620.0
Packaged Food,Hershey's Cookies N Crème Chocolate Bar,1,1050.0
Packaged Food,Hershey's Whole Almonds Chocolate Bar,1,1125.0
Packaged Food,Toblerone White Chocolate,1,1490.0
Packaged Food,Hershey's Creamy Milk Chocolate Bar,1,1050.0
Packaged Food,Toblerone Tiny Milk Chocolate Bag,1,2569.8529411764707
Packaged Food,Toblerone Tiny Crunchy Almonds Bag,1,2937.5
Packaged Food,Milka Dark Chocolate,1,1590.0
Packaged Food,Lindt Milk Ball Lindor,1,3400.0
Packaged Food,Lindt Excellence Intense Orange Dark Chocolate,1,3400.0
Packaged Food,Lindt Excellence 70% Cocoa Dark Chocolate,1,3400.0
Packaged Food,Lindt Excellence 85% Cocoa Dark Chocolate,1,3400.0
Packaged Food,Lindt Excellence 90% Cocoa Dark Chocolate,1,3820.0
Packaged Food,Kinder Joy With Surprise,1,2000.0
Packaged Food,Kinder Joy Gift Pack,1,1916.6666666666667
Packaged Food,Milka Tablet Milka LU,1,1839.0804597701149
Packaged Food,Cadbury Oreo Bites Bag,1,2263.157894736842
Packaged Food,Cadbury Dairy Milk Bites - Almond,1,1500.0
Packaged Food,Cadbury Dairy Milk Bites - Hazelnut,1,1500.0
Packaged Food,Kissan Tomato Ketchup,1,88.33333333333334
Packaged Food,Home Chef Tomato Ketchup,1,62.0
Packaged Food,Del Monte Tomato Ketchup,1,83.15789473684211
Packaged Food,Surabhi D-Lite Tomato Ketchup No Onion No Garlic,1,74.44444444444444
Packaged Food,Maggi Rich Tomato Ketchup,1,120.0
Packaged Food,Veeba Tomato Ketchup,1,83.15789473684211
Packaged Food,Maggi Tomato Ketchup Pichkoo,1,155.55555555555557
Packaged Food,Veeba No Onion No Garlic Tomato Ketchup,1,110.52631578947368
Packaged Food,Kissan Chotu Fresh Tomato Ketchup,1,100.0
Packaged Food,Kissan No Onion No Garlic Tomato Sauce,1,164.44444444444446
Packaged Food,Veeba Truly Tomato Ketchup Bottle,1,99.0
Packaged Food,Maggi Hot & Sweet Tomato Chilli Sauce,1,153.0
Packaged Food,Kissan No Onion No Garlic Tomato Sauce,1,121.05263157894737
Packaged Food,Ching's Red Chilli Sauce,1,240.0
Packaged Food,Ching's Dark Soy Sauce,1,245.0
Packaged Food,Funfoods Pasta & Pizza Sauce,1,252.3076923076923
Packaged Food,Maggi Rich Tomato No Onion No Garlic Sauce,1,150.0
Packaged Food,Wingreens Pizza & Pasta Sauce,1,164.44444444444446
Packaged Food,Wingreens Cheesy Sauce,1,220.0
Packaged Food,Ching's Green Chilli Sauce,1,226.31578947368422
Packaged Food,Veeba Pasta & Pizza Sauce,1,228.57142857142856
Packaged Food,Knorr Schezwan Sauce Pouch,1,250.0
Packaged Food,Knorr Pizza & Pasta Sauce Pouch,1,250.0
Packaged Food,Sriracha Hot Chili Sauce,1,1019.6078431372548
Packaged Food,Veeba Schezwan Stir-Fry Sauce,1,316.0
Packaged Food,Amul Cheese Sauce Mexican Salsa,1,390.0
Packaged Food,Tabasco Red Pepper Sauce,1,3.25
Packaged Food,American Garden BBQ Sauce Original,1,454.9019607843137
Packaged Food,Amul Cheese Sauce Green Chutney,1,380.0
Packaged Food,Sriracha Hot Chili Sauce,1,873.1808731808733
Packaged Food,Amul Cheese Sauce Jalapeno,1,395.0
Packaged Food,Kikkoman Soy Sauce,1,0.398
Packaged Food,Nando's Peri Peri Hot Sauce,1,780.0
Packaged Food,Nando's Peri Peri XX Hot Sauce,1,960.0
Packaged Food,Nando's Peri Peri Garlic Sauce,1,1240.0
Packaged Food,American Garden Pizza Sauce Jar,1,501.25944584382876
Packaged Food,Nando's Peri Peri Lemon & Herb Sauce,1,780.0
Packaged Food,Barilla Olive With 100% Italian Tomatoes,1,800.0
Packaged Food,Ragu Pizza Sauce,1,577.7777777777777
Packaged Food,Ragu Super Chunky Mushroom Pasta Sauce,1,529.4117647058823
Packaged Food,Wingreens Tandoori Sauce Tube,1,438.88888888888886
Packaged Food,Wingreens Honey Mustard Tube,1,527.7777777777778
Packaged Food,Wingreens Mint Mayo Tube,1,527.7777777777778
Packaged Food,Wingreens Thousand Island Tube,1,527.7777777777778
Packaged Food,Wingreens Butter Garlic Naan Chip & Makhani Dip,1,571.4285714285714
Packaged Food,Wingreens Tangy Cheese Pita Chips With Mexican Salsa Dip,1,571.4285714285714
Packaged Food,Wingreens Chatpata Pudina Naan Chip & Tandoori Dip,1,685.7142857142857
Packaged Food,Ching's Schezwan Chutney,1,213.33333333333334
Packaged Food,Ruchira Special Khatti Mithhi Imli Chutney,1,150.0
Packaged Food,Ruchira Special Chaupati Pani Puri Chutney,1,185.0
